Trial Number,Test Number,Set Size,Words Displayed,Test Word,Is Target,Participant Response,Correct,Timestamp,Response Time
2,8,5,"['actor', 'curve', 'skill', 'month', 'adopt']",adopt,True,Yes,True,1730929440.6634808,1.0858914852142334
2,9,5,"['actor', 'curve', 'skill', 'month', 'adopt']",skill,True,Yes,True,1730929442.409489,1.0450537204742432
2,10,5,"['actor', 'curve', 'skill', 'month', 'adopt']",speak,False,No,True,1730929445.6474826,2.5366358757019043
3,1,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",dozen,False,No,True,1730929469.6204832,1.7572269439697266
3,2,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",board,True,No,False,1730929471.9564836,1.634204626083374
3,3,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",smith,True,Yes,True,1730929473.5684829,0.9111814498901367
3,4,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",twice,True,Yes,True,1730929474.9524827,0.6824748516082764
3,5,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",sound,False,No,True,1730929476.706482,1.0525574684143066
3,6,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",tried,True,Yes,True,1730929478.1874802,0.7787520885467529
3,7,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",craft,False,Yes,False,1730929481.2874842,2.398709774017334
3,8,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",honor,False,No,True,1730929483.1294825,1.141144037246704
3,9,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",minus,False,No,True,1730929485.4094825,1.5787811279296875
3,10,20,"['daily', 'drill', 'zebra', 'thing', 'depth', 'chase', 'known', 'smith', 'ahead', 'flash', 'fault', 'blood', 'board', 'twice', 'laugh', 'arena', 'trade', 'blind', 'tried', 'crash']",blind,True,Yes,True,1730929486.7724845,0.6618506908416748
4,1,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",dying,True,Yes,True,1730929500.1564815,1.1732232570648193
4,2,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",going,True,Yes,True,1730929501.5024843,0.6454241275787354
4,3,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",album,False,No,True,1730929503.201483,0.9972240924835205
4,4,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",alter,False,Yes,False,1730929504.5794835,0.6769347190856934
4,5,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",lunch,False,No,True,1730929508.3894813,3.109020709991455
4,6,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",after,True,Yes,True,1730929509.5764842,0.4854111671447754
4,7,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",tries,False,No,True,1730929512.4714825,2.193247079849243
4,8,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",think,False,No,True,1730929514.058481,0.8850967884063721
4,9,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",camel,True,Yes,True,1730929515.2894819,0.5297272205352783
4,10,10,"['going', 'hotel', 'dying', 'imply', 'ought', 'count', 'camel', 'light', 'after', 'pilot']",light,True,Yes,True,1730929516.4534817,0.4627072811126709
5,1,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",watch,True,Yes,True,1730929534.8694825,1.208082914352417
5,2,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",alter,False,No,True,1730929538.233484,2.663038492202759
5,3,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",actor,False,No,True,1730929539.9414818,1.0073952674865723
5,4,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",ratio,False,Yes,False,1730929541.369482,0.7256636619567871
5,5,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",today,True,Yes,True,1730929542.7344825,0.6636240482330322
5,6,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",thank,True,No,False,1730929545.001485,1.565382480621338
5,7,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",ahead,False,No,True,1730929547.4584827,1.7560293674468994
5,8,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",gross,True,Yes,True,1730929548.717484,0.5574164390563965
5,9,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",least,True,Yes,True,1730929550.0804825,0.6615159511566162
5,10,15,"['calm', 'wrote', 'curve', 'gross', 'range', 'thank', 'click', 'watch', 'fraud', 'today', 'least', 'stick', 'shape', 'clock', 'legal']",still,False,No,True,1730929551.7694862,0.9876558780670166
6,1,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",under,True,Yes,True,1730929580.4244852,1.4491615295410156
6,2,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",close,True,No,False,1730929582.9814825,1.8565075397491455
6,3,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",start,False,Yes,False,1730929584.3594825,0.6763625144958496
6,4,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",faith,True,No,False,1730929586.022482,0.9614958763122559
6,5,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",queen,False,No,True,1730929587.6304834,0.9071552753448486
6,6,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",audio,True,Yes,True,1730929589.0234814,0.6916522979736328
6,7,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",robot,False,No,True,1730929590.6584814,0.9331135749816895
6,8,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",rival,False,Yes,False,1730929591.9704835,0.6104962825775146
6,9,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",video,False,No,True,1730929593.5054843,0.8338727951049805
6,10,25,"['leave', 'steam', 'faith', 'usual', 'drive', 'buyer', 'sixth', 'close', 'audio', 'suite', 'speed', 'under', 'build', 'chalk', 'count', 'board', 'break', 'arise', 'chart', 'shift', 'share', 'whole', 'quiet', 'dance', 'along']",arise,True,Yes,True,1730929594.9334924,0.7264313697814941
7,1,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",spare,False,No,True,1730929613.8524835,1.7026863098144531
7,2,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",chalk,True,Yes,True,1730929615.1564815,0.6025805473327637
7,3,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",death,True,Yes,True,1730929616.337483,0.47972750663757324
7,4,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",music,False,No,True,1730929618.7694838,1.7308802604675293
7,5,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",write,True,No,False,1730929620.4464834,0.9760897159576416
7,6,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",steam,False,Yes,False,1730929621.7454822,0.5970726013183594
7,7,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",trust,True,Yes,True,1730929623.190483,0.7441484928131104
7,8,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",plant,False,Yes,False,1730929624.9134843,1.0213849544525146
7,9,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",civil,False,No,True,1730929627.037483,1.4231722354888916
7,10,15,"['drink', 'chart', 'treat', 'below', 'armed', 'value', 'prize', 'write', 'trust', 'trade', 'needs', 'chalk', 'human', 'death', 'shall']",treat,True,Yes,True,1730929628.548481,0.8098993301391602
8,1,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",thing,True,Yes,True,1730929636.8594859,1.1043529510498047
8,2,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",pound,True,Yes,True,1730929638.2594817,0.6985008716583252
8,3,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",rapid,False,No,True,1730929639.8894823,0.9285764694213867
8,4,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",armed,False,Yes,False,1730929641.2454836,0.6552064418792725
8,5,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",legal,True,Yes,True,1730929642.5394847,0.5923383235931396
8,6,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",maker,False,No,True,1730929644.6024866,1.3622620105743408
8,7,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",nerve,True,Yes,True,1730929646.1644828,0.8606839179992676
8,8,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",blind,True,Yes,True,1730929647.590481,0.7245821952819824
8,9,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",waste,False,No,True,1730929649.2204819,0.9292662143707275
8,10,5,"['nerve', 'blind', 'thing', 'legal', 'pound']",dated,False,No,True,1730929651.0364807,1.114771842956543
9,1,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",large,False,No,True,1730929689.9584823,1.7087721824645996
9,2,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",clean,False,Yes,False,1730929692.9435081,2.28326416015625
9,3,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",newly,True,Yes,True,1730929694.2374833,0.5931715965270996
9,4,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",since,True,No,False,1730929696.074482,1.1355984210968018
9,5,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",total,True,Yes,True,1730929697.285482,0.5100724697113037
9,6,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",asset,False,No,True,1730929698.8954847,0.9090092182159424
9,7,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",sweet,True,No,False,1730929700.5044806,0.9077472686767578
9,8,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",topic,False,No,True,1730929702.5634804,1.3581852912902832
9,9,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",novel,True,Yes,True,1730929703.9394863,0.6745884418487549
9,10,35,"['youth', 'argue', 'quick', 'error', 'throw', 'tower', 'paper', 'never', 'cache', 'newly', 'grown', 'shoot', 'cruel', 'award', 'first', 'fresh', 'wound', 'again', 'plain', 'delay', 'early', 'after', 'novel', 'broad', 'sixth', 'aside', 'since', 'sweet', 'armed', 'sport', 'coach', 'total', 'acute', 'print', 'basic']",could,False,No,True,1730929705.354482,0.7138125896453857
10,1,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",today,False,No,True,1730929713.7604833,1.2037885189056396
10,2,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",clerk,True,Yes,True,1730929715.1544836,0.6924307346343994
10,3,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",stick,False,No,True,1730929716.602482,0.7468512058258057
10,4,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",charm,True,Yes,True,1730929718.1514819,0.84751296043396
10,5,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",aside,True,Yes,True,1730929719.5744846,0.7223875522613525
10,6,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",upset,False,No,True,1730929722.0964835,1.820648431777954
10,7,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",fraud,True,Yes,True,1730929723.5504808,0.7524287700653076
10,8,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",royal,False,No,True,1730929725.1094856,0.8581180572509766
10,9,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",focus,True,Yes,True,1730929726.5524864,0.7414319515228271
10,10,5,"['clerk', 'fraud', 'aside', 'focus', 'charm']",judge,False,No,True,1730929728.0864813,0.8318688869476318
11,1,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",robin,False,No,True,1730929762.3894825,2.096421480178833
11,2,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",month,True,Yes,True,1730929763.8064828,0.7155971527099609
11,3,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",solve,False,Yes,False,1730929765.1034884,0.595435380935669
11,4,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",legal,True,Yes,True,1730929766.3324814,0.5277152061462402
11,5,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",south,False,Yes,False,1730929767.6924827,0.658710241317749
11,6,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",young,False,Yes,False,1730929769.2244806,0.8305530548095703
11,7,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",stuck,False,Yes,False,1730929770.533483,0.6065146923065186
11,8,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",scope,True,Yes,True,1730929771.865482,0.6310360431671143
11,9,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",apart,True,Yes,True,1730929773.226482,0.6603636741638184
11,10,30,"['candy', 'dress', 'clerk', 'front', 'newly', 'smith', 'climb', 'block', 'heart', 'scope', 'study', 'serve', 'unity', 'black', 'giant', 'chess', 'strip', 'inner', 'imply', 'raise', 'horse', 'after', 'month', 'grand', 'legal', 'depth', 'ocean', 'ratio', 'apart', 'chill']",study,True,Yes,True,1730929774.750482,0.823195219039917
12,1,10,"['model', 'magic', 'birth', 'blame', 'audit', 'crush', 'frank', 'group', 'bench', 'check']",group,True,Yes,True,1730929788.6554837,1.7017831802368164
12,2,10,"['model', 'magic', 'birth', 'blame', 'audit', 'crush', 'frank', 'group', 'bench', 'check']",super,False,No,True,1730929790.5634809,1.2074658870697021
12,3,10,"['model', 'magic', 'birth', 'blame', 'audit', 'crush', 'frank', 'group', 'bench', 'check']",birth,True,Yes,True,1730929791.8764842,0.6115398406982422
12,4,10,"['model', 'magic', 'birth', 'blame', 'audit', 'crush', 'frank', 'group', 'bench', 'check']",model,True,Yes,True,1730929793.4664824,0.8887066841125488
12,5,10,"['model', 'magic', 'birth', 'blame', 'audit', 'crush', 'frank', 'group', 'bench', 'check']",magic,True,Yes,True,1730929794.8954828,0.7276465892791748
12,6,10,"['model', 'magic', 'birth', 'blame', 'audit', 'crush', 'frank', 'group', 'bench', 'check']",adult,False,Yes,False,1730929796.2734818,0.6765141487121582
